0,1,2,3,4,5,6,7,8,9
0.41780347997670403,0.491667917648647,0.3867930873944022,0.47422253922237106,0.48428978627441727,0.4661498063983229,0.0,0.0,0.0,0.44669348262932795
0.45345267054892224,0.4816082822801349,0.41933613804274705,0.0,0.0,0.46896905734411803,0.0,0.0,0.0,0.426796462481544
0.4100843667734101,0.4600106076032544,0.0,0.0,0.4685340288197153,0.0,0.0,0.0,0.0,0.0
0.0,0.43106956949801356,0.38879305612300774,0.0,0.45164450914958887,0.0,0.0,0.0,0.0,0.0
0.41023788478453577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4410970498284463,0.4672301758125977,0.0,0.4976825236373957,0.4762741441343397,0.0,0.43396364295647816,0.0,0.0,0.0
0.0,0.0,0.0,0.500954562981477,0.48800661259927025,0.0,0.4736351625722975,0.0,0.4864086265736463,0.45439651124448954
0.0,0.0,0.40930180889721685,0.49871252039354624,0.0,0.0,0.4387903359853777,0.0,0.0,0.0
0.0,0.0,0.4189363920163251,0.0,0.4694098624296945,0.0,0.0,0.0,0.0,0.0
0.42593153640213677,0.48982353028346337,0.3873843304741056,0.47737368395129004,0.45677478051375364,0.4721228033938513,0.0,0.45050910240135805,0.49680526306645056,0.0
0.4179284407007229,0.4479311899079595,0.4144507296329111,0.0,0.45226018233538934,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544985074416343,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4922064006159531,0.47301899429945304,0.0,0.5015383522898168,0.41924566119058354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.430081554862299,0.4583454968974556,0.4993555936464274,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4546987766473427,0.0,0.5067726588542163,0.4437096900754159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4357928456636274,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4469801123272332,0.0,0.48589787476767704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4274166762748749,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4979779534436737,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40871311043806335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4542336635789228,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46149622330183776,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4300239751803419
0.0,0.0,0.0,0.0,0.0,0.5000026558311708,0.0,0.48965272073392274,0.5228854557893075,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4474903848893282,0.4525995128324684,0.4945214396678418,0.42698042277635145
0.0,0.0,0.0,0.0,0.0,0.461491767339964,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4699076127245238,0.472809720450207,0.0,0.5254671486881771,0.0
0.0,0.0,0.0,0.0,0.0,0.48419805502543434,0.0,0.0,0.0,0.47304217362925677
